-0.016105,0.046276
0.016164,0.050114
0.147664,0.061894
0.281116,0.066218
0.394976,0.066478
0.450523,0.065703
0.476496,0.065156
0.488833,0.064878
0.493767,0.064751
0.493810,0.064750
0.493854,0.064748
0.495604,0.064672
0.495959,0.064649
0.496151,0.064631
0.496255,0.064620
0.496302,0.064615
0.537947,0.059261
0.670095,0.041489
0.802048,0.024155
0.907503,0.010039
0.955393,0.003535
0.978650,0.000473
0.989537,-0.000925
0.992528,-0.001315
0.992417,-0.001300
0.992307,-0.001285
0.991167,-0.001186
0.991043,-0.001190
0.990596,-0.001235
0.990495,-0.001252
0.990491,-0.001256
0.990527,-0.001252
0.990573,-0.001244
0.990620,-0.001237
0.990668,-0.001229
0.990715,-0.001221
0.990136,-0.001382
0.989104,-0.001766
0.987931,-0.002394
0.986430,-0.003413
0.985815,-0.003986
0.985105,-0.004841
0.984534,-0.005754
0.984053,-0.006815
0.983591,-0.008310
0.983473,-0.008853
0.983549,-0.008339
0.983546,-0.008454
0.983548,-0.008484
0.983550,-0.008470
0.983550,-0.008442
0.979537,0.047835
0.971122,0.181489
0.969470,0.315077
0.970302,0.414087
0.971332,0.459698
0.971975,0.481135
0.972330,0.491217
0.972387,0.492902
0.972385,0.492873
0.972384,0.492843
0.972383,0.492849
0.972382,0.492821
0.971815,0.511270
0.964047,0.640534
0.964982,0.774239
0.970131,0.893049
0.973652,0.950762
0.975601,0.977856
0.976536,0.990044
0.976872,0.994473
0.976862,0.994338
0.976852,0.994203
0.976942,0.995146
0.977260,0.996603
0.977705,0.997842
0.978295,0.998990
0.978554,0.999374
0.979250,1.000144
0.980415,1.001093
0.981673,1.001914
0.982796,1.002449
0.983400,1.002671
0.983567,1.002726
0.983264,1.002646
0.982788,1.002520
0.982760,1.002513
0.984825,1.003060
0.989737,1.004347
0.989708,1.004340
0.989680,1.004333
0.990381,1.004506
0.989627,1.004201
0.988697,1.003683
0.987249,1.002640
0.986312,1.001740
0.985503,1.000727
0.985247,1.000353
0.984849,0.999427
0.984470,0.998079
0.984286,0.996851
0.984264,0.995539
0.984403,0.994330
0.984465,0.994240
0.984863,0.993240
0.985649,0.991771
0.986430,0.990715
0.987323,0.989791
0.987752,0.989438
0.988657,0.988900
0.989913,0.988361
0.991125,0.988018
0.992267,0.987843
0.992858,0.987803
0.993133,0.987797
0.993250,0.987797
0.993266,0.987797
0.990712,0.987776
0.878052,0.983123
0.744635,0.979983
0.622109,0.978130
0.558319,0.977447
0.527541,0.977193
0.513306,0.977127
0.507489,0.977095
0.507507,0.977095
0.507525,0.977095
0.507817,0.977096
0.507807,0.977095
0.507852,0.977093
0.507920,0.977091
0.492015,0.977077
0.361413,0.974340
0.227846,0.976642
0.110021,0.981126
0.052241,0.984039
0.024598,0.985569
0.011598,0.986322
0.005414,0.986675
0.005557,0.986667
0.005700,0.986659
0.005204,0.986702
0.003802,0.986990
0.002550,0.987404
0.001365,0.987978
0.000924,0.988240
0.000125,0.988927
-0.000592,0.989738
-0.001559,0.991151
-0.001907,0.991776
-0.002100,0.992169
-0.002221,0.992430
-0.002292,0.992588
-0.002346,0.992712
-0.002401,0.992836
-0.002456,0.992959
-0.002511,0.993083
-0.002106,0.992330
-0.001071,0.990862
-0.000189,0.989892
0.000805,0.989051
0.001198,0.988806
0.002132,0.988369
0.003235,0.988027
0.004728,0.987744
0.006049,0.987685
0.006444,0.987686
0.007147,0.987863
0.008128,0.988223
0.009705,0.989035
0.010795,0.989794
0.011745,0.990659
0.012140,0.991151
0.012692,0.992022
0.013238,0.993224
0.013632,0.994471
0.013851,0.995698
0.013903,0.996342
0.013879,0.995682
0.013861,0.994912
0.013859,0.994832
0.071303,-0.281859
0.104892,-0.305909
0.101682,-0.321466
0.096257,-0.349481
0.081683,-0.407050
0.064152,-0.455481
0.038449,-0.516100
0.014935,-0.565031
-0.014009,-0.622883
-0.047208,-0.679818
-0.084200,-0.734567
-0.124682,-0.786687
-0.168439,-0.835898
-0.215528,-0.882263
-0.257910,-0.919502
-0.309924,-0.959927
-0.364750,-0.996937
-0.416006,-1.026978
-0.461219,-1.050289
-0.518462,-1.076174
-0.557520,-1.085219
-0.597691,-1.092237
-0.638872,-1.096110
-0.693278,-1.096705
-0.735266,-1.096192
-0.735314,-1.096197
-0.767897,-1.095512
-0.833655,-1.091226
-0.899206,-1.082578
-0.963877,-1.069691
-1.026164,-1.053033
-1.052332,-1.048019
-1.087070,-1.046600
-1.148820,-1.035590
-1.201766,-1.022952
-1.264542,-1.002590
-1.325710,-0.978190
-1.377994,-0.953253
-1.392102,-0.945314
-1.416775,-0.926622
-1.443479,-0.907239
-1.452915,-0.899906
-1.441473,-0.908615
-1.420777,-0.924113
-1.416992,-0.927000
-1.460737,-0.914396
-1.524248,-0.896082
-1.582100,-0.875069
-1.639156,-0.848825
-1.685045,-0.825332
-1.733270,-0.797877
-1.787244,-0.763230
-1.834415,-0.729056
-1.880898,-0.692247
-1.925657,-0.653317
-1.953550,-0.626623
-1.994906,-0.588949
-2.023929,-0.559360
-2.049877,-0.526436
-2.071793,-0.490289
-2.089750,-0.451426
-2.105008,-0.406914
-2.108849,-0.391713
-2.118348,-0.346636
-2.127536,-0.284302
-2.132801,-0.223532
-2.134760,-0.170594
-2.135129,-0.118412
-2.133722,-0.063538
-2.134848,-0.014356
-2.142044,0.015320
-2.151428,0.073392
-2.155914,0.133495
-2.156602,0.191687
-2.156018,0.252823
-2.152912,0.275950
-2.144662,0.326935
-2.139625,0.378662
-2.138001,0.406807
-2.137414,0.433229
-2.137693,0.450640
-2.138198,0.462881
-2.138688,0.471275
-2.139076,0.476868
-2.139369,0.480631
-2.139491,0.481972
-2.139493,0.481988
-2.139493,0.481993
-2.139493,0.481997
-2.139493,0.482002
-2.139493,0.482006
-2.139493,0.482011
-2.139364,0.480584
-2.139366,0.480775
-2.139330,0.480226
-2.139304,0.479462
-2.139274,0.479897
-2.139303,0.478825
-2.139325,0.477910
-2.139327,0.477659
-2.139356,0.476956
-2.139317,0.477359
-2.139401,0.476721
-2.139245,0.477423
-2.139602,0.475576
-2.140067,0.473292
-2.140165,0.472868
-2.140428,0.471893
-2.140628,0.471300
-2.140814,0.470839
-2.141146,0.470120
-2.141432,0.469510
-2.141670,0.468967
-2.141961,0.468219
-2.141801,0.468645
-2.141875,0.468408
-2.142857,0.465394
-2.143196,0.464425
-2.143259,0.464251
-2.144095,0.462051
-2.144356,0.461391
-2.144689,0.460601
-2.144961,0.459965
-2.145590,0.458609
-2.145916,0.457941
-2.146690,0.456681
-2.147573,0.456986
-2.147593,0.457326
-2.147449,0.457577
-2.147357,0.457734
-2.147671,0.457199
-2.147687,0.457147
-2.147660,0.457137
-2.148029,0.457272
-2.147934,0.457382
-2.147958,0.457570
-2.148242,0.457363
-2.148445,0.457015
-2.148623,0.456712
-2.147848,0.458023
-2.147795,0.458098
-2.147716,0.458223
-2.147663,0.458307
-2.147582,0.458445
-2.147516,0.458555
-2.147485,0.458605
-2.147480,0.458614
-2.147479,0.458615
-2.147477,0.458618
-2.147430,0.458717
-2.142058,0.467409
-2.108975,0.520816
-2.074266,0.577661
-2.039878,0.634592
-2.006781,0.689792
-1.978084,0.740174
-1.957530,0.777101
-1.942482,0.806180
-1.912923,0.865297
-1.887343,0.915864
-1.858321,0.973030
-1.840090,1.009489
-1.825989,1.037085
-1.818493,1.052058
-1.811759,1.067423
-1.806397,1.079389
-1.802575,1.087624
-1.801941,1.089112
-1.800319,1.092806
-1.808519,1.073208
-1.808337,1.074522
-1.808832,1.073194
-1.808692,1.074110
-1.806551,1.081318
-1.806668,1.081293
-1.808064,1.077394
-1.805146,1.085290
-1.802477,1.091937
-1.800469,1.096595
-1.798974,1.099872
-1.797895,1.102132
-1.798208,1.101536
-1.819050,1.063180
-1.836225,1.038666
-1.839929,1.034380
-1.837216,1.035839
-1.854341,1.023540
-1.841474,1.036917
-1.824312,1.057127
-1.813319,1.071987
-1.806363,1.082827
-1.802090,1.090512
-1.799442,1.095843
-1.797760,1.099506
-1.796525,1.102350
-1.795848,1.103970
-1.798652,1.097739
-1.799382,1.096212
-1.801269,1.092180
-1.803260,1.087876
-1.800790,1.093173
-1.799436,1.096216
-1.799956,1.095076
-1.798334,1.098964
-1.798065,1.099614
-1.798065,1.099615
-1.798064,1.099616
-1.798064,1.099617
-1.798063,1.099618
-1.798062,1.099619
-1.798062,1.099619
-1.798061,1.099620
-1.798061,1.099621
